text,label,label_quality_score,is_label_issue,pred_prob_normal,pred_prob_smishing
Rs.2500 기프트 카드를 선택하세요. 지금 상품을 받으려면 링크를 클릭하세요 <URL> Bhai 다가오는 온라인 판매 중에 이것을 사용할 수 있습니다.. Yipee,0,0.00061117165,True,0.00061117165,0.9993888
bful 볼리우드 디바는 당신의 마음을 사로잡을 것입니다 이미지 비디오를 클릭하여 무료로 다운로드하려면 httptinyurlcomjpzv를 클릭하세요.,0,0.0006271597,True,0.0006271597,0.9993729
"긴급한! 귀하의 모바일 아니요 02/06/03에 짙2,000 보너스 발신자 상을 받았습니다! 귀하에게 연락하려는 두 번째 시도입니다! 최대한 빨리 <PHONE> 으로 전화하세요! BOX97N7QP, 150ppm",0,0.00064186275,True,0.00064186275,0.9993581
사진에 대한 링크가 전송되었습니다. <URL> 사용할 수도 있습니다.,0,0.0006697971,True,0.0006697971,0.99933016
당신은 보장된 현금 1000 또는 상금 2000를 획득했습니다. 올해의 상품을 받으려면 오전 10시부터 오후 7시 사이에 <PHONE> 번으로 고객 서비스 담당자에게 전화하세요. 비용은 10p입니다.,0,0.0006745119,True,0.0006745119,0.9993255
이중 제안 서둘러 책 부지 lac 평방피트 사무실 무료 지불 이제 소유 권한 승인 주거용 부지 전화로 휴식하세요,0,0.0006781126,True,0.0006781126,0.99932194
크리스마스의 모든 달콤한 마법이 당신의 마음을 기쁘게 하기 위해 공모하길 바랍니다. spl 노래를 얻으려면 httptinyurlcomorffnk를 클릭하여 무료로 다운로드하세요.,0,0.00068952644,True,0.00068952644,0.9993105
"안녕하세요, <URL> 부동산 -agent home <PHONE> 항목에 대해 문의해 주세요. 미리 감사드립니다. Veronica G. Mack",0,0.0007130845,True,0.0007130845,0.99928695
귀하는 L T 금융 서비스로부터 부동산에 대한 대출을 받을 자격이 있습니다. XXXXXXXXXXX에 미스 콜을 하여 높은 대출 자격 및 혜택에 대해 자세히 알아 보십시오.,0,0.0007210552,True,0.0007210552,0.99927896
"미안, 전화를 못 받았어. 시간 있을 때 얘기하자. 나는 <PHONE> 에 있다",0,0.0007212785,True,0.0007212785,0.9992787
카페 이구아나 01-03 리버사이드 30번지 상가. 전화: 6236 1275,0,0.0007384299,True,0.0007384299,0.99926156
yijue hotmail.com,0,0.0007410541,True,0.0007410541,0.99925894
"친애하는 고객 여러분, 귀하의 전화번호는 24시간 동안 정지되었습니다. 귀하의 전화번호로 Aadhar를 제출해 주시기 바랍니다. 즉시 고객 관리팀 XXXXXXXXXX에 전화해 주십시오.",0,0.0007415805,True,0.0007415805,0.99925846
Tap Smash 앱을 다운로드하고 새로운 무료 재충전 혜택을 받으세요. Tap Smash 앱을 설치하세요. 여기를 클릭하세요 httpgooglxsls,0,0.00075955945,True,0.00075955945,0.9992404
